"selection1_name","selection1_url","selection1_dt_lancamento","selection1_preco","selection1_preco_url","selection1_autor","selection1_capa_pqna","selection1_sinopse","selection1_qtd_avaliacoes","selection1_qtd_avaliacoes_url","selection1_nota","selection1_capa","selection1_editora"
"Blackout: O amor também brilha no escuro","https://www.amazon.com.br/Blackout-amor-tamb%C3%A9m-brilha-escuro/dp/8555341701/ref=sr_1_16?dchild=1&qid=1632489709&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-16","31 ago 2021","R$44,90","https://www.amazon.com.br/Blackout-amor-tamb%C3%A9m-brilha-escuro/dp/8555341701/ref=sr_1_16?dchild=1&qid=1632489709&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-16","Nic Stone","https://images-na.ssl-images-amazon.com/images/I/51DguzEMjeS._AC_SX60_CR,0,0,60,60_.jpg","Seis autoras extraordinárias. Seis histórias de amor entrelaçadas. Uma noite que tinha tudo para ser um desastre ― mas acaba sendo brilhante.
Uma onda de calor causa um apagão em Nova York. Multidões se formam nas ruas, o metrô para de funcionar e o trânsito fica congestionado. Conforme o sol se põe e a escuridão toma conta da cidade, seis jovens casais veem outro tipo de eletricidade surgir no ar…
Um primeiro encontro ao acaso. Amigos de longa data. Ex-namorados ressentidos. Duas garotas feitas uma para a outra. Dois garotos escondidos sob máscaras. Um namoro repleto de dúvidas.
Quando as luzes se apagam, os sentimentos se acendem. Relacionamentos se transformam, o amor desperta e novas possibilidades surgem ― até que a noite atinge seu ápice numa festa a céu aberto no Brooklyn.
Neste romance envolvente e apaixonante, composto de seis histórias interligadas, as aclamadas autoras Dhonielle Clayton, Tiffany D. Jackson, Nic Stone, Angie Thomas, Ashley Woodfolk e Nicola Yoon celebram o amor entre adolescentes negros e nos dão esperança mesmo quando já não há mais luz.","17 avaliações de clientes","https://www.amazon.com.br/Blackout-amor-tamb%C3%A9m-brilha-escuro/dp/8555341701/ref=sr_1_16?dchild=1&qid=1632489709&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-16#customerReviews","4,6 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81OrFPMD-VS.jpg","14 x 1.9 x 21 cm"
"Chainsaw Man - 04","https://www.amazon.com.br/Chainsaw-Man-04-Tatsuki-Fujimoto/dp/6559820327/ref=sr_1_17?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-17","10 set 2021","R$39,90","https://www.amazon.com.br/Chainsaw-Man-04-Tatsuki-Fujimoto/dp/6559820327/ref=sr_1_17?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-17","Tatsuki Fujimoto","https://images-na.ssl-images-amazon.com/images/I/51WsnlLJrUL._AC_SX60_CR,0,0,60,60_.jpg","Os membros da Divisão Especial Antidemônios da Segurança Pública sofrem um atentado a tiros por parte de um grupo misterioso, que pretende tomar o coração de Denji, o que deixa os sobreviventes em estado de alerta constante. Diante das circunstâncias, Denji e Power começam um treinamento com aquele que é reconhecido como o mais forte dentre os Caçadores de Demônios. Não há dúvidas de que esse sujeito tem uns parafusos a menos e faz de tudo para tentar matar a dupla...!! Em uma atmosfera que mescla seriedade e insanidade, as bandeiras do contra-ataque são erguidas!!","1 classificação","https://www.amazon.com.br/Chainsaw-Man-04-Tatsuki-Fujimoto/dp/6559820327/ref=sr_1_17?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-17#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/51WsnlLJrUL.jpg","10 setembro 2021"
"Para entender o Caibalion: A vivência da filosofia hermética e sua prática nos dias de hoje","https://www.amazon.com.br/Para-entender-Caibalion-filosofia-herm%C3%A9tica/dp/8531521483/ref=sr_1_18?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-18","6 set 2021","R$43,14","https://www.amazon.com.br/Para-entender-Caibalion-filosofia-herm%C3%A9tica/dp/8531521483/ref=sr_1_18?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-18","","https://images-na.ssl-images-amazon.com/images/I/41288aiyc5L._AC_SX60_CR,0,0,60,60_.jpg","Editado no Brasil em 1912 pela Editora Pensamento, o reconhecido livro O Caibalion ganha agora seu primeiro estudo crítico, por meio de uma linguagem acessível, com diversos exemplos do grande poder de síntese de Lúcia Helena Galvão, filósofa e professora da organização Nova Acrópole do Brasil.
Ela nos ajuda a desvendar os ensinamentos contidos em O Caibalion e, principalmente, a compreender como eles podem ser observados em nossa rotina diária.
Ricamente ilustrado e repleto de exemplos práticos, este livro é uma excelente porta de entrada para a compreensão da filosofia hermética, assim como um guia de estudo e aprofundamento para quem já conhece O Caibalion.
Assim, esta obra, atende o objetivo de preencher uma lacuna necessária e muito particular, que é esclarecer ao leitor aquilo que havia sido explicado “hermeticamente” no século passado.","3 avaliações de clientes","https://www.amazon.com.br/Para-entender-Caibalion-filosofia-herm%C3%A9tica/dp/8531521483/ref=sr_1_18?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-18#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81MwN7Sb+hL.jpg","6 setembro 2021"
"Uma Vida Imortal (To Your Eternity) - Volume 02","https://www.amazon.com.br/Uma-Vida-Imortal-Your-Eternity/dp/6586799287/ref=sr_1_19?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-19","31 ago 2021","R$21,50","https://www.amazon.com.br/Uma-Vida-Imortal-Your-Eternity/dp/6586799287/ref=sr_1_19?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-19","Yoshitoki Oima","https://images-na.ssl-images-amazon.com/images/I/51ocjLAV2lS._AC_SX60_CR,0,0,60,60_.jpg","Um ser imortal é enviado para a superfície da Terra sem qualquer conhecimento ou sequer um “eu”. Além de sua imortalidade, ele tem a capacidade de tomar a “vontade” e a forma daqueles que morreram à sua volta. E com esses poderes e experiências, esse ser passa a entender e explorar o mundo, procurando sua razão de existir e a verdade por trás de tudo. Fumetsu no Anata E / To Your Eternity","45 avaliações de clientes","https://www.amazon.com.br/Uma-Vida-Imortal-Your-Eternity/dp/6586799287/ref=sr_1_19?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-19#customerReviews","4,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81r5bkpHpKS.jpg","31 agosto 2021"
"Pense de novo: O poder de saber o que você não sabe","https://www.amazon.com.br/Pense-novo-poder-saber-voc%C3%AA/dp/655564186X/ref=sr_1_20?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-20","15 set 2021","R$44,90","https://www.amazon.com.br/Pense-novo-poder-saber-voc%C3%AA/dp/655564186X/ref=sr_1_20?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-20","","https://images-na.ssl-images-amazon.com/images/I/41HSLHov0tL._AC_SX60_CR,0,0,60,60_.jpg","“Adam Grant acredita que podemos aprender a ter a mente aberta. E ninguém melhor do que ele para ensinar essa habilidade valiosíssima neste livro maravilhoso.” – Daniel Kahneman, autor de Rápido e devagar
“Leitura obrigatória para quem quer criar uma cultura de aprendizado e experimentação, seja em casa, no trabalho ou na escola.” – Bill Gates
Adam Grant examina a crucial arte de repensar: aprender a questionar nossas opiniões e a abrir a mente das outras pessoas, o que pode nos levar à excelência no trabalho e à sabedoria na vida.
A inteligência geralmente é vista como a capacidade de pensar e aprender, mas em um mundo em rápida mudança, há outro conjunto de habilidades cognitivas que podem ser mais importantes: a capacidade de repensar e desaprender.
A maioria das pessoas prefere o conforto da convicção ao desconforto da dúvida. Em geral só damos ouvidos às opiniões que confirmam as nossas, descartamos ideias que nos façam pensar muito e vemos o desacordo como uma ameaça. O custo disso pode ser bem maior do que se imagina.
Com ideias ousadas e evidências rigorosas, o psicólogo organizacional Adam Grant investiga neste livro como abraçar a alegria de estar errado, trazer nuances para conversas difíceis e incentivar o aprendizado contínuo.
Você vai conhecer excelentes métodos para promover o repensamento, utilizados, por exemplo, por um músico negro que convence supremacistas brancos a abandonar o ódio e um médico que usa seu poder de persuasão para fazer os pais vacinarem seus filhos.
Além disso, vai encontrar dicas práticas para ter conversas mais produtivas, mesmo que envolvam visões de mundo opostas.
Pense de novo demonstra com clareza e bom humor que é possível manter a mente aberta sem perder o poder de convencimento nem a autoconfiança. Se conhecimento é poder, saber o que não sabemos é sabedoria.","6 avaliações de clientes","https://www.amazon.com.br/Pense-novo-poder-saber-voc%C3%AA/dp/655564186X/ref=sr_1_20?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-20#customerReviews","5,0 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71e3jH8mTHL.jpg","15 setembro 2021"
"Devilman (Edição Histórica) - Volume 01","https://www.amazon.com.br/Devilman-edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622582/ref=sr_1_21?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-21&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","20 set 2021","R$67,80","https://www.amazon.com.br/Devilman-edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622582/ref=sr_1_21?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-21&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","","https://images-na.ssl-images-amazon.com/images/I/51RwuIhTCuL._AC_SY60_CR,0,0,60,60_.jpg","Um dos maiores clássicos japoneses, o consagrado Devilman enfim aterrissa no Brasil em edição Prime e completo em dois volumes. Akira Fudo era um estudante tímido que gostava de frequentar a biblioteca, ele jamais poderia imaginar que a sua vida viraria de ponta-cabeça quando o seu melhor amigo, Ryo Asuka, o procurou para contar-lhe sobre a verdade do mundo. Que demônios da antiguidade estão disfarçados entre humanos e planejam nos dizimar para reconquistar o controle do planeta Terra! A solução proposta por Ryo? Os dois amigos também se transformarem em demônios poderosos para salvarem a humanidade! Então, Akira, depois de muita relutância, aceita a proposta de seu amigo e se funde ao poderoso demônio Amon – é o nascimento do lendário Devilman…! Conheça a cativante e sobretudo visceral história que marcou época e é recontada até os dias de hoje, inspirando a produção da série original Netflix: Devilman Crybaby. Ficha: Devilman vol. 1 (Edição Histórica) Autor: Go Nagai ISBN: 978-85-8362-258-1 Formato: 15 x 21cm - 664 páginas em papel Pollen Bold 90g (inclui páginas coloridas) e Capa Dura com acabamento em verniz fosco","735 avaliações de clientes","https://www.amazon.com.br/Devilman-edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622582/ref=sr_1_21?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-21&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9#customerReviews","4,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/61uQTmtCShL.jpg","NewPOP"
"Amor à maneira de Deus","https://www.amazon.com.br/Amor-maneira-J%C3%BAlio-Renato-Lancellotti/dp/655535450X/ref=sr_1_22?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-22","1 set 2021","R$32,18","https://www.amazon.com.br/Amor-maneira-J%C3%BAlio-Renato-Lancellotti/dp/655535450X/ref=sr_1_22?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-22","","https://images-na.ssl-images-amazon.com/images/I/41CGrsLy95L._AC_SX60_CR,0,0,60,60_.jpg","O amor é uma das virtudes fundamentais do cristianismo. É também uma característica essencial de Deus. Mas o que significa o amor cristão? Como o Evangelho o define? E quais são suas implicações práticas para a vida neste mundo, neste contexto histórico? Amor à maneira de Deus sugere respostas a essas questões. Em cinco capítulos, o Padre Júlio Lancellotti apresenta ao leitor o amor divino como um exercício de compaixão e de misericórdia. Aqui, o amor não é um sentimento, mas um compromisso. Não é exercício de força, mas demonstração de fraqueza. Não é uma abstração ingênua, mas a escolha de humanizar a vida dos vulneráveis e também dos poderosos. A partir de meditações bíblicas centralizadas na pessoa de Jesus, e também com base em suas experiências pessoais e ministeriais, Padre Júlio apresenta uma visão renovada sobre amor que se faz extremamente necessária. Jesus vivia o amor na história, em meio a interesses religiosos, econômicos e políticos. Agora, Padre Júlio convida a todos a fazer o mesmo.","24 avaliações de clientes","https://www.amazon.com.br/Amor-maneira-J%C3%BAlio-Renato-Lancellotti/dp/655535450X/ref=sr_1_22?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-22#customerReviews","4,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/71yf6tUx0TL.jpg","1 setembro 2021"
"O Homem-Cão: Latiu-22: 8","https://www.amazon.com.br/Homem-C%C3%A3o-Latiu-22-8-Dav-Pilkey/dp/8574069590/ref=sr_1_23?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-23","6 set 2021","R$35,92","https://www.amazon.com.br/Homem-C%C3%A3o-Latiu-22-8-Dav-Pilkey/dp/8574069590/ref=sr_1_23?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-23","","https://images-na.ssl-images-amazon.com/images/I/51HDNAqMjmS._AC_SX60_CR,0,0,60,60_.jpg","No oitavo volume da série Homem-Cão, escrita e ilustrada pelo criador do Capitão Cueca, o herói canino precisa se unir ao inimigo Pepê para salvar a cidade das maldades de uma suposta Fada Sensata!
Desde que saiu da Prisão dos Gatos, Pepê, o arqui-inimigo do Homem-Cão, tem pensado em deixar a vida de vilania para trás. Agora que precisa cuidar de Pepezinho, ele não quer que sua relação com o gatinho seja parecida com a que ele próprio tinha com o pai quando era filhote. E falando no pai de Pepê… esse vovô está pronto para armar seu próximo golpe e voltar às ruas repleto de planos malignos.
Quando o vovô felino engana o filho, sequestra o próprio neto e começa a procurar uma parceira de crime vingativa (e sensata), Homem-Cão e Pepê sabem que é hora de unir patas para trabalhar em equipe por um bem maior: salvar Pepezinho (e a cidade inteira!). Afinal, essa turma está prestes a aprender como uma pequena mudança pode fazer toda a diferença.
Livro indicado para leitores a partir de 7 anos.","4 avaliações de clientes","https://www.amazon.com.br/Homem-C%C3%A3o-Latiu-22-8-Dav-Pilkey/dp/8574069590/ref=sr_1_23?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-23#customerReviews","3,8 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/91Fmp+GBpxS.jpg","13.5 x 1.9 x 20.5 cm"
"Sira: A volta de Sira, a protagonista inesquecível de ""O tempo entre costuras"", sucesso internacional de María Dueñas","https://www.amazon.com.br/Sira-protagonista-inesquec%C3%ADvel-costuras-internacional/dp/6555354526/ref=sr_1_24?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-24","1 set 2021","R$52,42","https://www.amazon.com.br/Sira-protagonista-inesquec%C3%ADvel-costuras-internacional/dp/6555354526/ref=sr_1_24?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-24","María Dueñas","https://images-na.ssl-images-amazon.com/images/I/41lrXWDNDIL._AC_SX60_CR,0,0,60,60_.jpg","Em Sira, María Dueñas traz de volta essa personagem que cativou milhões de leitores no mundo, e ela retorna não mais como uma costureira inocente, mas sim com a força inabalável de uma mulher que fará o que for preciso para atingir seus objetivos. Depois dos horrores da Segunda Guerra, o mundo começa a se reerguer lentamente. Sira, depois de concluir suas funções como colaboradora do Serviço Secreto Britânico, só consegue pensar em uma coisa: paz. Mas nem tudo é tão simples. Um trágico acontecimento colocará os planos de Sira em xeque, e, mais uma vez, ela terá que tomar as rédeas de seu próprio destino e buscar em si a coragem e as forças para seguir lutando. Entre perdas e reencontros, participando de momentos históricos em lugares como Jerusalém, Londres, Madri e Tânger, Sira Bonnard – antes conhecida como Arish Agoriuq e Sira Quiroga – vai correr riscos inimagináveis, a fim de garantir um futuro tranquilo para seu filho.","29 avaliações de clientes","https://www.amazon.com.br/Sira-protagonista-inesquec%C3%ADvel-costuras-internacional/dp/6555354526/ref=sr_1_24?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-24#customerReviews","4,7 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/81V1CKoD89L.jpg","1 setembro 2021"
"A fábrica de cretinos digitais: Os perigos das telas para nossas crianças","https://www.amazon.com.br/f%C3%A1brica-cretinos-digitais-perigos-crian%C3%A7as/dp/6586551528/ref=sr_1_25?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-25","20 set 2021","R$45,90","https://www.amazon.com.br/f%C3%A1brica-cretinos-digitais-perigos-crian%C3%A7as/dp/6586551528/ref=sr_1_25?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-25","","https://images-na.ssl-images-amazon.com/images/I/51Yuak8bNIL._AC_SX60_CR,0,0,60,60_.jpg","Por que os grandes gurus do Vale do Silício proíbem seus filhos de usar telas? Você sabia que nunca na história da humanidade houve um declínio tão acentuado nas habilidades cognitivas? Você sabia que apenas trinta minutos por dia na frente de uma tela são suficientes para que o desenvolvimento intelectual da criança comece a ser afetado?
O uso da tecnologia digital - smartphones, computadores, tablets, etc. - pelas novas gerações tem sido absolutamente astronômico. Para crianças de 2 a 8 anos de idade, o consumo médio é de cerca de três horas por dia. Entre 8 e 12 anos, a média diária gira em torno de cinco horas. Na adolescência, esse número sobe para quase sete horas, o que significa mais de 2.400 horas por ano, em plena fase de desenvolvimento intelectual.
Ao contrário do que a imprensa e a indústria da tecnologia costumam difundir, o uso das telas, longe de ajudar no desenvolvimento de crianças e estudantes, acarreta sérios malefícios à saúde do corpo (obesidade, problemas cardiovasculares, expectativa de vida reduzida), ao estado emocional (agressividade, depressão, comportamentos de risco) e ao desenvolvimento intelectual (empobrecimento da linguagem, dificuldade de concentração e memória).
O neurocientista Michel Desmurget, diretor de pesquisa do Instituto Nacional de Saúde da França, propõe a primeira síntese de vários estudos que confirmaram os perigos reais das telas e nos alerta para as graves consequências de continuarmos a promover sem senso crítico o uso dessas tecnologias.","","","","https://images-na.ssl-images-amazon.com/images/I/71bbUzZNcxL.jpg","20 setembro 2021"
"Arrume seu Quarto: Um Guia Para Entender Jordan Peterson: um Guia Para Entender Jordan Peterson","https://www.amazon.com.br/Arrume-seu-Quarto-Entender-Peterson/dp/6587408168/ref=sr_1_26?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-26","25 ago 2021","R$39,90","https://www.amazon.com.br/Arrume-seu-Quarto-Entender-Peterson/dp/6587408168/ref=sr_1_26?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-26","","https://images-na.ssl-images-amazon.com/images/I/51ufawrCeIL._AC_SX60_CR,0,0,60,60_.jpg","Ao ser questionado se teria um conselho para um jovem sem rumo na vida, Jordan Peterson respondeu: “Arrume seu quarto”. Apesar da aparente simplicidade, este e outros conselhos condensam fundamentos e princípios de ordem psicológica e simbólica essenciais ao pensamento de Jordan Peterson ― e o leitor interessado terá antes de conhecê-los minimamente, para só então aplicar esse antídoto ao próprio caos.Para tanto, faz-se necessário percorrer os temas e as abordagens que o psicólogo canadense adotou ao longo da carreira: desde sua extensa e profunda trajetória acadêmica, consolidada em seu primeiro livro, Maps of Meaning; passando pelas famosas respostas publicadas na internet e pelas polêmicas sobre o politicamente correto, que o levaram de acadêmico a um dos mais ativos e influentes intelectuais do mundo; até a fama mundial com o seu best-seller 12 regras para a vida, que deu particular atenção à dualidade caos e ordem .Tanto o leitor à procura de aprofundamento quanto aquele em busca de uma introdução ao tema encontrarão neste livro um mapa das principais idéias e conceitos que embasam o pensamento de Jordan Peterson.","","","","https://images-na.ssl-images-amazon.com/images/I/717sifEfcLL.jpg","Auster"
"Confissões de uma garota excluída, mal-amada e (um pouco) dramática: Livro que está na Netflix","https://www.amazon.com.br/Confiss%C3%B5es-garota-exclu%C3%ADda-mal-amada-dram%C3%A1tica/dp/8580415799/ref=sr_1_27?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-27","19 mai 2016","R$28,73","https://www.amazon.com.br/Confiss%C3%B5es-garota-exclu%C3%ADda-mal-amada-dram%C3%A1tica/dp/8580415799/ref=sr_1_27?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-27","","https://images-na.ssl-images-amazon.com/images/I/51e8xGZj+5L._AC_SX60_CR,0,0,60,60_.jpg","Tetê acaba de se mudar com a família toda para a casa dos avós em Copacabana, no Rio de Janeiro. O lindo e espaçoso apartamento da Barra da Tijuca em que morava teve que ser vendido, pois com a crise o pai perdeu o emprego, e o resultado é que a vida dela virou de cabeça para baixo.
Além de perder a privacidade – tendo que dividir o espaço com cinco parentes malucos que brigam o tempo todo –, ela perdeu todas as suas referências. A única coisa que a deixa feliz é cozinhar. E, claro, comer as delícias que faz.
O lado bom foi se livrar do antigo colégio, onde sofria bullying por causa de seu jeito peculiar. Sem contar sua desilusão amorosa... O problema é que ela está apavorada, porque agora tudo será novo e estranho, com o ensino médio, com a nova escola e sem conhecer ninguém. Ela morre de medo de ser excluída, de não fazer amigos ou de sofrer bullying novamente.
Apesar de ser uma garota divertida e bem-humorada, ela está mal. Ou talvez seja um pouco de drama, porque no primeiro dia de aula as coisas já parecem um pouco diferentes... Com o tempo, ela vai descobrir que sair da zona de conforto e enfrentar seus medos é a única maneira de ser feliz.","1.546 avaliações de clientes","https://www.amazon.com.br/Confiss%C3%B5es-garota-exclu%C3%ADda-mal-amada-dram%C3%A1tica/dp/8580415799/ref=sr_1_27?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-27#customerReviews","4,7 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/61EfUS5J03L.jpg","Editora Arqueiro"
"Devilman (Edição Histórica) - Volume 02","https://www.amazon.com.br/Devilman-Edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622590/ref=sr_1_28?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-28&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","20 set 2021","R$67,80","https://www.amazon.com.br/Devilman-Edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622590/ref=sr_1_28?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-28&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","","https://images-na.ssl-images-amazon.com/images/I/51MIGmIAvuL._AC_SX60_CR,0,0,60,60_.jpg","Um dos maiores clássicos japoneses, o consagrado Devilman enfim aterrissa no Brasil em edição Prime e completo em dois volumes. Akira Fudo costumava ser só um estudante tímido que gostava de frequentar a biblioteca, por isso, jamais poderia imaginar que a sua vida viraria de ponta-cabeça quando o seu melhor amigo, Ryo Asuka, procurou-o para contar-lhe sobre a verdade do mundo; qual seja, que demônios da antiguidade estão disfarçados entre humanos e planejam dizimá-los para reconquistar a soberania do planeta Terra! Diante disso, a solução proposta por Ryo foi simples, porém chocante: os dois amigos também se transformariam em demônios poderosos para salvarem a humanidade! Então, Akira, depois de muita relutância, aceita a proposta de seu amigo e se funde ao poderoso demônio Amon – é o nascimento do lendário Devilman…! Conheça a cativante e sobretudo visceral história que marcou época e é recontada até os dias de hoje, inspirando a produção da série original Netflix: Devilman Crybaby. Ficha: Devilman vol. 2 (Edição Histórica) Autor: Go Nagai ISBN: 9788583622598 Formato: 15 x 21cm - 656 páginas em papel Pollen Bold 90g (inclui páginas coloridas) e Capa Dura com acabamento em verniz fosco","438 avaliações de clientes","https://www.amazon.com.br/Devilman-Edi%C3%A7%C3%A3o-Hist%C3%B3rica-Go-Nagai/dp/8583622590/ref=sr_1_28?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-28&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9#customerReviews","4,9 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/91-+c-YryZL.jpg","NewPOP"
"A Natureza da Terra-Média + Pôster","https://www.amazon.com.br/Natureza-Terra-M%C3%A9dia-P%C3%B4ster-J-r-r-Tolkien/dp/0000186686/ref=sr_1_29?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-29&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","2 set 2021","R$69,90","https://www.amazon.com.br/Natureza-Terra-M%C3%A9dia-P%C3%B4ster-J-r-r-Tolkien/dp/0000186686/ref=sr_1_29?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-29&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9","","https://images-na.ssl-images-amazon.com/images/I/41d+Hz23ZrL._AC_SY60_CR,0,0,60,60_.jpg","""Obra inédita de J.R.R Tolkien, editada por Carl F. Hostetter, um dos maiores especialista no autor do mundo, apresenta escritos nunca publicados sobre o universo da Terra-média e abrange assuntos que vão muito além da história de O Senhor dos Anéis, respondendo algumas das dúvidas que os fãs debatem há anos.
Mesmo após a publicação de O Hobbit e, posteriormente, O Senhor dos Anéis, J.R.R. Tolkien jamais deixou de escrever sobre seu mundo imaginário. Para ele, a Terra-média era parte de um mundo inteiro a ser explorado, e os escritos compilados em A natureza da Terra-média revelam alguns de seus esforços para compreender e aprimorar sua criação única.
Tratando de temas mais abrangentes, complexos e profundos, como a metafísica da imortalidade, a reencarnação élfica e os poderes dos Valar, até assuntos mais específicos, como a fauna e a flora de Númenor, as especificidades geográficas de Gondor e quais espécies tinham barba, este livro é um verdadeiro tesouro que oferece aos leitores a chance de observar de perto a imaginação de um dos mais brilhantes escritores de fantasia da História.""
""","50 avaliações de clientes","https://www.amazon.com.br/Natureza-Terra-M%C3%A9dia-P%C3%B4ster-J-r-r-Tolkien/dp/0000186686/ref=sr_1_29?dchild=1&qid=1632490135&refinements=p_n_publication_date%3A5560469011&s=books&sr=1-29&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9#customerReviews","4,4 de 5 estrelas","https://images-na.ssl-images-amazon.com/images/I/617DxW93haL.jpg","2 setembro 2021"
